gap_rank,approved_symbol,approved_name,target_id,biotype,association_score,literature_mentions,trial_mentions,literature_documents_mentioned,trial_documents_mentioned,literature_to_trial_gap_signal,evidence_strength_norm,literature_signal_norm,trial_signal_norm,underexploration_norm,literature_trial_gap_norm,gap_score,conservative_gap_score,gap_category,gap_interpretation_tier,text_coverage_status,symbol_ambiguity_flag,mention_match_quality,interpretation_note
224,TTN,titin,ENSG00000155657,protein_coding,0.4226250600916321,0,0,0,0,0,0.1706133686887048,0.0,0.0,1.0,0.0,0.068245,0.085307,Low gap signal,Checked-zero text signal,checked_zero_mentions,moderate,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
225,RANBP3,RAN binding protein 3,ENSG00000031823,protein_coding,0.4224839949304148,0,0,0,0,0,0.17035165523274254,0.0,0.0,1.0,0.0,0.068141,0.085176,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
226,PRSS8,serine protease 8,ENSG00000052344,protein_coding,0.4223067864061274,0,0,0,0,0,0.17002288620914385,0.0,0.0,1.0,0.0,0.068009,0.085011,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
227,MTMR9,myotubularin related protein 9,ENSG00000104643,protein_coding,0.4220482867824836,0,0,0,0,0,0.16954330053905386,0.0,0.0,1.0,0.0,0.067817,0.084772,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
228,AP3D1,adaptor related protein complex 3 subunit delta 1,ENSG00000065000,protein_coding,0.418407554927161,0,0,0,0,0,0.16278877300110084,0.0,0.0,1.0,0.0,0.065116,0.081394,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
229,EEF2,eukaryotic translation elongation factor 2,ENSG00000167658,protein_coding,0.4158359834280103,0,0,0,0,0,0.1580178227644239,0.0,0.0,1.0,0.0,0.063207,0.079009,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
230,PDE7B,phosphodiesterase 7B,ENSG00000171408,protein_coding,0.4157743546151053,0,0,0,0,0,0.15790348489763217,0.0,0.0,1.0,0.0,0.063161,0.078952,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
231,EPM2A,"EPM2A glucan phosphatase, laforin",ENSG00000112425,protein_coding,0.4142010293825119,0,0,0,0,0,0.1549845474334045,0.0,0.0,1.0,0.0,0.061994,0.077492,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
232,VPS28,VPS28 subunit of ESCRT-I,ENSG00000160948,protein_coding,0.4139845755848841,0,0,0,0,0,0.1545829679722217,0.0,0.0,1.0,0.0,0.061833,0.077291,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
233,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,ENSG00000143398,protein_coding,0.4138555974623084,0,0,0,0,0,0.15434367919311054,0.0,0.0,1.0,0.0,0.061737,0.077172,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
234,HTR6,5-hydroxytryptamine receptor 6,ENSG00000158748,protein_coding,0.4135650350240977,0,0,0,0,0,0.15380460845997768,0.0,0.0,1.0,0.0,0.061522,0.076902,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
235,IDUA,alpha-L-iduronidase,ENSG00000127415,protein_coding,0.412711655541583,0,0,0,0,0,0.15222136216664173,0.0,0.0,1.0,0.0,0.060889,0.076111,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
236,COX7C,cytochrome c oxidase subunit 7C,ENSG00000127184,protein_coding,0.4123983991891219,0,0,0,0,0,0.15164018817657043,0.0,0.0,1.0,0.0,0.060656,0.07582,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
237,SPI1,Spi-1 proto-oncogene,ENSG00000066336,protein_coding,0.41094073650748,0,0,0,0,0,0.1489358355586201,0.0,0.0,1.0,0.0,0.059574,0.074468,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
238,CLK3,CDC like kinase 3,ENSG00000179335,protein_coding,0.4103618272911923,0,0,0,0,0,0.14786180473218802,0.0,0.0,1.0,0.0,0.059145,0.073931,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
239,PPARG,peroxisome proliferator activated receptor gamma,ENSG00000132170,protein_coding,0.4099219073569957,0,0,0,0,0,0.14704563605289311,0.0,0.0,1.0,0.0,0.058818,0.073523,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
240,PANK1,pantothenate kinase 1,ENSG00000152782,protein_coding,0.4095639754869144,0,0,0,0,0,0.14638157707539923,0.0,0.0,1.0,0.0,0.058553,0.073191,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
241,ADRA1D,adrenoceptor alpha 1D,ENSG00000171873,protein_coding,0.4095547468584312,0,0,0,0,0,0.14636445551091581,0.0,0.0,1.0,0.0,0.058546,0.073182,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
242,ADRA1B,adrenoceptor alpha 1B,ENSG00000170214,protein_coding,0.4085001119780113,0,0,0,0,0,0.1444078268369673,0.0,0.0,1.0,0.0,0.057763,0.072204,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
243,MMP25,matrix metallopeptidase 25,ENSG00000008516,protein_coding,0.4082922528657468,0,0,0,0,0,0.14402219280688822,0.0,0.0,1.0,0.0,0.057609,0.072011,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
244,QPCT,glutaminyl-peptide cyclotransferase,ENSG00000115828,protein_coding,0.4051419086426055,0,0,0,0,0,0.13817746497335393,0.0,0.0,1.0,0.0,0.055271,0.069089,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
245,MOB3B,MOB kinase activator 3B,ENSG00000120162,protein_coding,0.4042811916258526,0,0,0,0,0,0.1365806055991753,0.0,0.0,1.0,0.0,0.054632,0.06829,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
246,PTGS2,prostaglandin-endoperoxide synthase 2,ENSG00000073756,protein_coding,0.4035408132699506,0,0,0,0,0,0.13520700650092443,0.0,0.0,1.0,0.0,0.054083,0.067604,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
247,PDE4B,phosphodiesterase 4B,ENSG00000184588,protein_coding,0.4030723216307156,0,2,0,1,-2,0.1343378296968466,0.0,0.2529147100238403,0.7470852899761597,0.0,0.053735,0.067169,Low gap signal,Established / trial-covered target,checked_with_mentions,low,reliable,Substantial clinical trial text presence (2 trial mentions). This target appears investigated in clinical settings within this corpus. Not classified as a gap candidate based on this signal.
248,MAK,male germ cell associated kinase,ENSG00000111837,protein_coding,0.4029718928579058,0,0,0,0,0,0.13415150756753214,0.0,0.0,1.0,0.0,0.053661,0.067076,Low gap signal,Checked-zero text signal,checked_zero_mentions,moderate,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
249,CDH13,cadherin 13,ENSG00000140945,protein_coding,0.4027720462129512,0,0,0,0,0,0.13378073879895624,0.0,0.0,1.0,0.0,0.053512,0.06689,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
250,DLD,dihydrolipoamide dehydrogenase,ENSG00000091140,protein_coding,0.402302758914465,0,0,0,0,0,0.13291008583499164,0.0,0.0,1.0,0.0,0.053164,0.066455,Low gap signal,Checked-zero text signal,checked_zero_mentions,moderate,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
251,ING3,inhibitor of growth family member 3,ENSG00000071243,protein_coding,0.4022551619305217,0,0,0,0,0,0.13282178074921647,0.0,0.0,1.0,0.0,0.053129,0.066411,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
252,FBXL22,F-box and leucine rich repeat protein 22,ENSG00000197361,protein_coding,0.4002942398742502,0,0,0,0,0,0.129183747915378,0.0,0.0,1.0,0.0,0.051673,0.064592,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
253,APH1A,aph-1A gamma-secretase subunit,ENSG00000117362,protein_coding,0.4001322170938158,0,0,0,0,0,0.12888315249233973,0.0,0.0,1.0,0.0,0.051553,0.064442,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
254,ELOVL7,ELOVL fatty acid elongase 7,ENSG00000164181,protein_coding,0.3996132613206611,0,0,0,0,0,0.1279203512754281,0.0,0.0,1.0,0.0,0.051168,0.06396,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
255,BRD2,bromodomain containing 2,ENSG00000204256,protein_coding,0.3993750800684569,0,0,0,0,0,0.12747846159748177,0.0,0.0,1.0,0.0,0.050991,0.063739,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
256,MRPS27,mitochondrial ribosomal protein S27,ENSG00000113048,protein_coding,0.3990445841661311,0,0,0,0,0,0.1268653036495333,0.0,0.0,1.0,0.0,0.050746,0.063433,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
257,CREB1,cAMP responsive element binding protein 1,ENSG00000118260,protein_coding,0.3978902718085687,0,0,0,0,0,0.12472374669988973,0.0,0.0,1.0,0.0,0.049889,0.062362,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
258,MTMR10,myotubularin related protein 10,ENSG00000166912,protein_coding,0.3977625482383899,0,0,0,0,0,0.12448678544970682,0.0,0.0,1.0,0.0,0.049795,0.062243,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
259,KAT5,lysine acetyltransferase 5,ENSG00000172977,protein_coding,0.3969319892464673,0,0,0,0,0,0.12294587724614481,0.0,0.0,1.0,0.0,0.049178,0.061473,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
260,TSPO,translocator protein,ENSG00000100300,protein_coding,0.3955788313235772,0,2,0,1,-2,0.12043540879733605,0.0,0.2529147100238403,0.7470852899761597,0.0,0.048174,0.060218,Low gap signal,Established / trial-covered target,checked_with_mentions,low,reliable,Substantial clinical trial text presence (2 trial mentions). This target appears investigated in clinical settings within this corpus. Not classified as a gap candidate based on this signal.
261,USP6NL,USP6 N-terminal like,ENSG00000148429,protein_coding,0.3954354931965726,0,0,0,0,0,0.12016947838428582,0.0,0.0,1.0,0.0,0.048068,0.060085,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
262,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,ENSG00000163288,protein_coding,0.395116580946711,0,0,0,0,0,0.11957781119771949,0.0,0.0,1.0,0.0,0.047831,0.059789,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
263,EGFR,epidermal growth factor receptor,ENSG00000146648,protein_coding,0.3947339723918066,0,0,0,0,0,0.11886797039563457,0.0,0.0,1.0,0.0,0.047547,0.059434,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
264,TSPOAP1,TSPO associated protein 1,ENSG00000005379,protein_coding,0.3946112765967388,0,0,0,0,0,0.11864033700775822,0.0,0.0,1.0,0.0,0.047456,0.05932,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
265,ADRA1A,adrenoceptor alpha 1A,ENSG00000120907,protein_coding,0.3928133293392252,0,0,0,0,0,0.11530466584458032,0.0,0.0,1.0,0.0,0.046122,0.057652,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
266,RELA,"RELA proto-oncogene, NF-kB subunit",ENSG00000173039,protein_coding,0.3927377590756798,0,0,0,0,0,0.11516446287263626,0.0,0.0,1.0,0.0,0.046066,0.057582,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
267,UQCRB,ubiquinol-cytochrome c reductase binding protein,ENSG00000156467,protein_coding,0.3924867453854369,0,0,0,0,0,0.11469876560337144,0.0,0.0,1.0,0.0,0.04588,0.057349,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
268,SCIMP,SLP adaptor and CSK interacting membrane protein,ENSG00000161929,protein_coding,0.3913679294647975,0,0,0,0,0,0.11262306400101063,0.0,0.0,1.0,0.0,0.045049,0.056312,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
269,CREB3L3,cAMP responsive element binding protein 3 like 3,ENSG00000060566,protein_coding,0.3913314553340502,0,0,0,0,0,0.11255539477121146,0.0,0.0,1.0,0.0,0.045022,0.056278,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
270,MINDY2,MINDY lysine 48 deubiquitinase 2,ENSG00000128923,protein_coding,0.3899681373582496,0,0,0,0,0,0.11002607671746101,0.0,0.0,1.0,0.0,0.04401,0.055013,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
271,CNTNAP2,contactin associated protein 2,ENSG00000174469,protein_coding,0.3896089490907917,0,0,0,0,0,0.10935968678811003,0.0,0.0,1.0,0.0,0.043744,0.05468,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
272,PECAM1,platelet and endothelial cell adhesion molecule 1,ENSG00000261371,protein_coding,0.3891678356965384,0,0,0,0,0,0.10854130392245409,0.0,0.0,1.0,0.0,0.043417,0.054271,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
273,NCSTN,nicastrin,ENSG00000162736,protein_coding,0.3890319061743018,0,0,0,0,0,0.10828911844501343,0.0,0.0,1.0,0.0,0.043316,0.054145,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
274,PDE9A,phosphodiesterase 9A,ENSG00000160191,protein_coding,0.3887550772748388,0,0,0,0,0,0.1077755270850812,0.0,0.0,1.0,0.0,0.04311,0.053888,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
275,GLIS3,GLIS family zinc finger 3,ENSG00000107249,protein_coding,0.3883872971125877,0,0,0,0,0,0.10709319690187735,0.0,0.0,1.0,0.0,0.042837,0.053547,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
276,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",ENSG00000177606,protein_coding,0.3883635090639488,0,0,0,0,0,0.10704906373415435,0.0,0.0,1.0,0.0,0.04282,0.053525,Low gap signal,Checked-zero text signal,checked_zero_mentions,moderate,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
277,LMNA,lamin A/C,ENSG00000160789,protein_coding,0.3880992162143042,0,0,0,0,0,0.10655873008642947,0.0,0.0,1.0,0.0,0.042623,0.053279,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
278,ZNF629,zinc finger protein 629,ENSG00000102870,protein_coding,0.3875599337289517,0,0,0,0,0,0.10555821740304583,0.0,0.0,1.0,0.0,0.042223,0.052779,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
279,COG8,component of oligomeric golgi complex 8,ENSG00000213380,protein_coding,0.3873044681666114,0,0,0,0,0,0.105084260724994,0.0,0.0,1.0,0.0,0.042034,0.052542,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
280,PRDX1,peroxiredoxin 1,ENSG00000117450,protein_coding,0.3871005489038768,0,0,0,0,0,0.10470593616542878,0.0,0.0,1.0,0.0,0.041882,0.052353,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
281,ULK1,unc-51 like autophagy activating kinase 1,ENSG00000177169,protein_coding,0.3867747660053675,0,0,0,0,0,0.10410152209517576,0.0,0.0,1.0,0.0,0.041641,0.052051,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
282,CAPN2,calpain 2,ENSG00000162909,protein_coding,0.3865689541821671,0,0,0,0,0,0.10371968633173956,0.0,0.0,1.0,0.0,0.041488,0.05186,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
283,FLNA,filamin A,ENSG00000196924,protein_coding,0.3863048961858492,0,0,0,0,0,0.10322978839950414,0.0,0.0,1.0,0.0,0.041292,0.051615,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
284,NOC3L,NOC3 like DNA replication regulator,ENSG00000173145,protein_coding,0.3856338193083906,0,0,0,0,0,0.10198476200673345,0.0,0.0,1.0,0.0,0.040794,0.050992,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
285,CTSL,cathepsin L,ENSG00000135047,protein_coding,0.3845392745093205,0,0,0,0,0,0.09995408980107967,0.0,0.0,1.0,0.0,0.039982,0.049977,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
286,PSENEN,"presenilin enhancer, gamma-secretase subunit",ENSG00000205155,protein_coding,0.3842460074978423,0,0,0,0,0,0.09941000136399614,0.0,0.0,1.0,0.0,0.039764,0.049705,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
287,ESR2,estrogen receptor 2,ENSG00000140009,protein_coding,0.3838728168114332,0,0,0,0,0,0.09871763321703342,0.0,0.0,1.0,0.0,0.039487,0.049359,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
