paper_id,title,kmeans_cluster
4b03c7ca59a367d6b2c78e546f84c71598cac5e6,Role of Blood-Brain Barrier in Alzheimer’s Disease,3
df6a17e5af1ff7adc6bb3a7bac23ad640e18039e,Microglial activation correlates in vivo with both tau and amyloid in Alzheimer’s disease,4
4eb267b7e6af7e60b0ef3b5eca5f8f44806731af,Cortical microstructural changes along the Alzheimer's disease continuum,4
e858851abac2fb7693b90fd05e2815013a2b3107,Astrocyte Senescence and Alzheimer’s Disease: A Review,3
c0c1234bc9d23f3aacdd98f9ecf6fe801f483de5,The effect of APOE and other common genetic variants on the onset of Alzheimer's disease and dementia: a community-based cohort study.,3
eff3e199875a691d8a0c8221618ff7ec33a76221,Sexual dimorphism in predisposition to Alzheimer's disease.,2
7c689fffcce94515a711ec5f078bfc89253cc212,Tau burden and the functional connectome in Alzheimer’s disease and progressive supranuclear palsy,4
688b3d98dcee491d17e95daa0c07c29c86e13890,Neuro-inflammation and anti-inflammatory treatment options for Alzheimer's disease.,1
2f64ebbb03a1b68abf74557a18ce8f01343c54f4,Circadian disturbances in Alzheimer’s disease progression: a prospective observational cohort study of community-based older adults,2
f2a5ecd4fe514c90a529d3d9a971db61716a9393,Calcium signaling in Alzheimer's disease & therapies.,1
4262a60bbb3d717a50348831e7b67b48bd454c01,The Role of NMDA Receptors in Alzheimer’s Disease,3
06780b7ee7aa6dcbe38e5f634401978be0c808e1,α-synuclein in the pathophysiology of Alzheimer’s disease,1
6d30ab226eb286a981b9318d27feee7fde4da333,Diet and Inflammation in Cognitive Ageing and Alzheimer’s Disease,3
1d7d387c83d6179614fee354f7bda7e128968d12,Systematic Review of miRNA as Biomarkers in Alzheimer’s Disease,4
7946d03dc066eedc24c3fb4e26e6715eeeb94061,Blood-based molecular biomarkers for Alzheimer’s disease,4
ec9cfad87c93e2520dd79dd178269f72e5059028,Glial activation and inflammation along the Alzheimer’s disease continuum,4
986b22683f7c98092fb074ae408f9c86113a64c5,Gut microbiota and pro/prebiotics in Alzheimer’s disease,3
b6528427c99d5695ccaa0a957f847365468223bc,Mesenchymal stem cell-derived exosomes promote neurogenesis and cognitive function recovery in a mouse model of Alzheimer’s disease,1
cef7e467598b7bbce53a55b55a22be381a3f332f,In vivo neuronal gene editing via CRISPR–Cas9 amphiphilic nanocomplexes alleviates deficits in mouse models of Alzheimer’s disease,1
5ca09d84d36e1c8e662d06e1f19fb8516ee363a1,Detecting the Stages of Alzheimer’s Disease with Pre-trained Deep Learning Architectures,5
26b66d00b6d12e201c98c41531badbdf6884bc16,Quercetin lipid nanoparticles functionalized with transferrin for Alzheimer's disease.,3
503bfaaacd77b1f8a838283cf559342d1f4d007a,The role of astroglia in Alzheimer's disease: pathophysiology and clinical implications.,1
31fc6f0cea1265a865a97a39bfb3cea13b15e30d,Investigation of frailty as a moderator of the relationship between neuropathology and dementia in Alzheimer's disease: a cross-sectional analysis of data from the Rush Memory and Aging Project.,2
9a59b4805dc131bab29f5d0e785368b4d2272470,Plasma biomarkers of astrocytic and neuronal dysfunction in early‐ and late‐onset Alzheimer's disease,4
0f4f43c9c5da8a3d6f3b99937279bf2d06a4f78d,Decreased pH in the aging brain and Alzheimer's disease.,1
9dddcf42e20c9f88205745583e02997005d073fa,Aging and Alzheimer's disease pathology,3
18a783bcba25a8442a0d69dd85ea4bca4813df06,Metal Ions in Alzheimer's Disease: A Key Role or Not?,3
bdf1bb2f6bb43eb2f54d2b313dee982811a7c477,Cognitive symptoms of Alzheimer’s disease: clinical management and prevention,3
33f8b131f9e5950f0e64e45b6c070b81bacc54ab,"Sensory Dysfunction, Microbial Infections, and Host Responses in Alzheimer's Disease.",3
15812077c0f96666f0658d2b7d5c0b62da927758,Management of oxidative stress and other pathologies in Alzheimer’s disease,3
7d537ea1be5b6de5ff1d316704c5f868eee0291a,Role of Ketogenic Diets in Neurodegenerative Diseases (Alzheimer’s Disease and Parkinson’s Disease),3
5819cbdd5737663bc37b391f5cce7f68403b0992,Mitochondrial dysfunction in Alzheimer's disease: Role in pathogenesis and novel therapeutic opportunities,3
80b3adde06b8e2cd26e0bc7541bb4acc50950e3d,Alzheimer's disease.,4
5ceea2fcf3ca682ebca50d9d5e73238eb4623b75,Understanding the Role of Systemic Inflammation in Alzheimer's Disease.,3
38874e7c7b138c4b7372ff72f2df104e27ea4644,Dopamine and Dopamine Receptors in Alzheimer's Disease: A Systematic Review and Network Meta-Analysis,2
18cfdf880f8d54b4b1d06c563209e9dc950e1a7a,Optogenetic gamma stimulation rescues memory impairments in an Alzheimer’s disease mouse model,1
3930c93d3c8cf592098b1177b28e7a7e6dc41a74,Current and Future Treatments in Alzheimer's Disease,3
cd760c8c340dbfaa036198df231d5850cd494f9c,Diagnosis of Alzheimer’s disease utilizing amyloid and tau as fluid biomarkers,4
c2b9c340cc0cced59e1701048fa46711500aa893,Disrupted structural and functional brain networks in Alzheimer's disease.,3
104bf655e29edc15efbf631a53ab9f753fa8181e,18F-flortaucipir PET to autopsy comparisons in Alzheimer's disease and other neurodegenerative diseases.,4
d76b31cf90b74c12d995ce0f1095658ed8236430,CSF tau microtubule binding region identifies tau tangle and clinical stages of Alzheimer's disease.,4
51e0eff230f0c8b017c12ddbd40194873408237f,Circadian and Sleep Dysfunction in Alzheimer's Disease.,3
c976a15ab46a8e822602de6d4f37c0bcdbe91d27,Polysomnographic assessment of suvorexant in patients with probable Alzheimer's disease dementia and insomnia: a randomized trial,2
eed6151415bfe8e73ea586bc319dfde8a36f3314,Alzheimer’s disease: targeting the glutamatergic system,3
